"","T3_VS_T1_baseMean","T3_VS_T1_log2FoldChange","T3_VS_T1_lfcSE","T3_VS_T1_stat","T3_VS_T1_pvalue","T3_VS_T1_padj"
"ENSMUSG00000005980",66.4158416291956,-0.787521318053151,0.355688672186176,-2.21407477840887,0.0268236353144142,0.148869370127103
"ENSMUSG00000005981",2821.46089253985,-0.208048237383634,0.191503313152342,-1.0863949764573,0.277304283143153,0.578428967375578
"ENSMUSG00000005982",1265.67447684882,0.105573456985694,0.175141573585948,0.60278924543227,0.546648902107491,0.79894081536213
"ENSMUSG00000005983",51.3000664106913,0.425382613877936,0.321161696346766,1.32451228996698,0.185332964138849,0.470019266404374
"ENSMUSG00000005986",165.101290254895,0.142092472058156,0.330345044143448,0.43013350609387,0.667098528014602,0.872774891063217
"ENSMUSG00000005994",0,NA,NA,NA,NA,NA
"ENSMUSG00000006005",5656.04017409389,0.00811406601952224,0.106239279338389,0.076375386486552,0.939120451136373,0.978584280520618
"ENSMUSG00000006007",0,NA,NA,NA,NA,NA
"ENSMUSG00000006010",416.110016752718,0.217978368681847,0.158685409059099,1.37365098640333,0.169550060006688,0.449100366956487
"ENSMUSG00000006014",45.7411194464726,4.10633220544369,1.37523179244995,2.9859200667026,0.00282726534276261,0.0315223837066636
"ENSMUSG00000006019",452.464325262961,-0.175592360991273,0.135838299816868,-1.29265723457965,0.196129634855147,0.484112923608263
"ENSMUSG00000006021",224.095690974145,0.0504953612573465,0.198122801430875,0.254869004943706,0.798824276329619,0.929767150425928
"ENSMUSG00000006024",1689.71134536578,0.0249177709064422,0.106569306953515,0.233817518559178,0.815126648671172,0.935646987163985
"ENSMUSG00000006050",622.753349365349,0.166617072732094,0.186452268955257,0.89361783402098,0.371526401075115,0.668167110385721
"ENSMUSG00000006056",0,NA,NA,NA,NA,NA
"ENSMUSG00000006057",2292.58714504471,0.034543097306646,0.146315320705583,0.236086673221009,0.81336541490417,0.935439896725974
"ENSMUSG00000006058",814.273961478896,0.158035073750702,0.113761679907737,1.38917668830903,0.164779028582814,0.441890371005276
"ENSMUSG00000006095",801.875562905152,0.498102583284341,0.115190719009253,4.32415551850431,1.53117256838818e-05,0.000606444087456448
"ENSMUSG00000006127",945.278512421013,0.439704054148576,0.170779345025383,2.57469106748959,0.0100329654969157,0.075407293092133
"ENSMUSG00000006134",1012.60518478502,-0.418034389725981,0.106759308943389,-3.9156715593546,9.01529098697893e-05,0.00239777658669811
"ENSMUSG00000006143",0.529030010742581,-3.16349322189194,3.78104550116572,-0.836671555768533,0.402777211853292,NA
"ENSMUSG00000006154",29.975052396427,-1.16634410385416,0.681852142320098,-1.7105528185121,0.0871636951151738,0.306205652417813
"ENSMUSG00000006169",5219.14139800182,-0.101692335526313,0.10524935736269,-0.966203861709866,0.333942180909296,0.633998119475218
"ENSMUSG00000006179",814.805135825112,0.264211023573666,0.195174469129355,1.35371713704294,0.175826638643625,0.456739330692087
"ENSMUSG00000006191",162.931180766064,-0.16475229875587,0.215624394273733,-0.764070778312394,0.44482506512685,0.731395485486266
"ENSMUSG00000006200",0,NA,NA,NA,NA,NA
"ENSMUSG00000006204",0,NA,NA,NA,NA,NA
"ENSMUSG00000006205",0.439905337119327,0.876525808354512,4.04394210710429,0.21675033547455,0.828402918314873,NA
"ENSMUSG00000006215",548.20363373266,0.0870979568373982,0.134573808879325,0.647213284388055,0.517493914784176,0.782423403632491
"ENSMUSG00000006216",0,NA,NA,NA,NA,NA
"ENSMUSG00000006218",0,NA,NA,NA,NA,NA
"ENSMUSG00000006219",12.0697973826124,2.01291287559972,1.03069612034665,1.95296444399414,0.0508238084988841,0.223310578776072
"ENSMUSG00000006221",0,NA,NA,NA,NA,NA
"ENSMUSG00000006235",15.9488762145446,-1.3759979665908,0.845742601662947,-1.62697014893803,0.103743437854372,0.339632576974112
"ENSMUSG00000006241",11.5745563007839,-0.127576451237757,0.758287588284392,-0.168242831887036,0.866392246187194,0.954745264610187
"ENSMUSG00000006262",700.675075857807,0.0935181612732869,0.137910461379506,0.678107812401128,0.497703337664197,0.768624624811832
"ENSMUSG00000006269",0.766421106346817,-2.76572634695734,3.62798388788698,-0.76233148559217,0.445862186701002,NA
"ENSMUSG00000006270",0.199775142424072,-1.76830777484831,4.04222721311519,-0.437458777455892,0.661778665360133,NA
"ENSMUSG00000006273",2854.00641633103,-0.027985045069908,0.138531517145598,-0.202012117145123,0.839907251359101,0.943918763923142
"ENSMUSG00000006276",1139.51545979247,-0.481839420171044,0.151889175596528,-3.17230914104757,0.00151231928123138,0.0201527297537354
"ENSMUSG00000006281",516.134210228978,-0.118430616613529,0.171717960691134,-0.68968101028493,0.490394810352628,0.763175766583129
"ENSMUSG00000006288",544.919301923,0.0411734958619568,0.130852406694086,0.314656007498697,0.753022849625369,0.913759860366921
"ENSMUSG00000006289",572.715671767671,0.0701077688221879,0.182645801955184,0.383845498071673,0.701092963765659,0.88791684616973
"ENSMUSG00000006299",945.86497281497,0.0893048754197293,0.13591835123125,0.657047960122668,0.511150078753131,0.778288531730299
"ENSMUSG00000006301",603.535891474718,0.210073860745469,0.213033520953242,0.986107068058914,0.324080575601774,0.623614808557726
"ENSMUSG00000006304",9718.29543177917,0.348757904896856,0.137489051632849,2.53662310383942,0.0111927382746413,0.0816953295426238
"ENSMUSG00000006307",2103.01172192979,-0.279600047013907,0.146218491373515,-1.91220716605309,0.0558496273343568,0.235118803866108
"ENSMUSG00000006310",31.6833204818612,-0.416622274149282,0.793607899813243,-0.524972438212025,0.599602351108481,0.835702152983206
"ENSMUSG00000006311",0.338497034242385,1.10482780861658,4.02417223770998,0.274547843221865,0.783663641922151,NA
"ENSMUSG00000006313",14.8391966844677,1.3958628420906,0.632004667928537,2.20862742464496,0.0272005661956572,0.150062675331679
"ENSMUSG00000006315",1429.08855999904,0.683460081279242,0.20376413492327,3.35417261500218,0.000796026881339529,0.012573259840315
"ENSMUSG00000006333",25907.9408997373,0.243301443262718,0.114270631904473,2.12916861671082,0.0332403123926212,0.170651541517535
"ENSMUSG00000006335",246.500222769549,0.319440344226276,0.20707956836754,1.542597112523,0.122928559068975,0.375456925180106
"ENSMUSG00000006342",6.2411543934663,0.128895486376389,0.983508032211114,0.131056872089399,0.89573031790524,0.964767828938964
"ENSMUSG00000006344",434.065686121327,1.01459929122887,0.416560103929726,2.43566122069152,0.0148645988977887,0.0990187721209881
"ENSMUSG00000006345",485.178822870995,1.71261994819507,0.76550974940354,2.2372281339715,0.0252714334697546,0.142959155374358
"ENSMUSG00000006356",22.6100892848416,-1.98134182556244,0.593628989189127,-3.33767700305349,0.000844818936799533,0.0132095082902319
"ENSMUSG00000006360",677.781299225162,-0.77158917662637,1.04004540128229,-0.741880282990592,0.458159872953823,0.74030059164923
"ENSMUSG00000006362",210.607896604974,-0.518659822748846,0.490800402964783,-1.05676323738891,0.290619656147086,0.592108148439961
"ENSMUSG00000006369",26.3415520673862,2.02332366320584,0.648944916425498,3.11786657386988,0.00182165251986974,0.023214103595558
"ENSMUSG00000006373",294.73089998271,0.226139719017047,0.270363446221191,0.836428600751142,0.40291382824564,0.694468371595493
"ENSMUSG00000006378",347.173529328201,0.395378874809766,0.310647734646028,1.27275634332337,0.203104517207372,0.493249755480711
"ENSMUSG00000006386",0.825850875723769,-3.56679986338906,3.9462033545036,-0.903856072018806,0.366071724725815,NA
"ENSMUSG00000006389",1.38867160256977,3.98423810790674,2.60397527961119,1.53005988155988,0.126001907389159,NA
"ENSMUSG00000006390",1770.12725895475,0.0360249746741234,0.131047163932433,0.274900834120285,0.783392426292866,0.92397833556751
"ENSMUSG00000006392",905.14425765864,0.111202728115969,0.126713543452937,0.877591495634171,0.38016544608723,0.675927592888741
"ENSMUSG00000006395",68.4608068922966,0.110885447068851,0.295540276794003,0.375195720433531,0.707514912716659,0.891603700242752
"ENSMUSG00000006398",2525.07419264167,-0.302871292529047,0.15701791545174,-1.92889640432231,0.0537437243107248,0.230609943763688
"ENSMUSG00000006403",1.07046798732593,0.0330657639966364,2.48513711700802,0.0133054082892802,0.989384133379756,NA
"ENSMUSG00000006411",13.0349143113984,0.499819383788614,0.572293521637572,0.873361946083928,0.382465825857883,0.677865592046054
"ENSMUSG00000006412",743.484057307713,0.00832688000117431,0.150705510523632,0.0552526577975964,0.955937178116241,0.984549621795677
"ENSMUSG00000006418",1195.98871249776,-0.367899840043938,0.192334360112849,-1.91281391337502,0.0557718793336252,0.234971458919642
"ENSMUSG00000006423",505.440716697762,-0.29476140013586,0.140100452911579,-2.10392895961508,0.0353846443728599,0.17739252893204
"ENSMUSG00000006435",0.304495147323865,2.42016978045778,3.99896036938281,0.605199741159552,0.545046287793704,NA
"ENSMUSG00000006442",4794.09264893039,0.0098386100075893,0.200489827087533,0.0490728639478241,0.96086122877747,0.986649334487856
"ENSMUSG00000006445",69.8986337219226,1.88378236734155,0.685945486127025,2.74625667117913,0.00602795831959751,0.0534701628241866
"ENSMUSG00000006456",918.652801479614,-0.66509149901049,0.136604190716688,-4.86874886869221,1.12307021687207e-06,7.37825811801614e-05
"ENSMUSG00000006457",3.7749375310995,0.17644545053834,1.36888375659153,0.128897322134702,0.89743889562076,0.965304153123548
"ENSMUSG00000006462",5.57044672870083,1.54627573941265,1.01594255560247,1.52201099450519,0.128006325867463,0.383646730925931
"ENSMUSG00000006463",190.043116571433,0.258634529502853,0.174357523996025,1.48335743462811,0.137979470155927,0.401284208619266
"ENSMUSG00000006464",53.6767245539135,0.464563167119021,0.411427346840984,1.12914994758133,0.258834584047796,0.560128909573248
"ENSMUSG00000006469",0,NA,NA,NA,NA,NA
"ENSMUSG00000006471",886.159291537248,0.0188365447869231,0.15357493524838,0.122653770007836,0.902381273543831,0.967129290180817
"ENSMUSG00000006476",157.590623105152,-0.290370121389063,0.260294959727386,-1.11554262016128,0.264617965214884,0.56573969225897
"ENSMUSG00000006488",0,NA,NA,NA,NA,NA
"ENSMUSG00000006490",0,NA,NA,NA,NA,NA
"ENSMUSG00000006494",1502.11497019948,0.565865309633747,0.281427655484279,2.01069546153881,0.0443576337122369,0.206160479119162
"ENSMUSG00000006498",6690.39374638211,-0.149793012223731,0.141346798353469,-1.05975525423038,0.289255958231553,0.59061797315977
"ENSMUSG00000006517",903.404213222269,-0.0386842781828172,0.212401003865371,-0.182128509182268,0.855481875795551,0.950367581013611
"ENSMUSG00000006519",8964.24363179523,0.385750696514062,0.15921579907075,2.42281669762338,0.0154006953846153,0.101582986756922
"ENSMUSG00000006522",0,NA,NA,NA,NA,NA
"ENSMUSG00000006526",466.224341871012,-0.0813434613675018,0.16824407809,-0.483484841136507,0.628751520586955,0.851590355193338
"ENSMUSG00000006527",791.410082480351,0.177147480211812,0.212391397076913,0.83406146694191,0.404246347469097,0.695668379278299
"ENSMUSG00000006529",0.397649664830198,2.80575507014045,3.97753697779558,0.705400122187033,0.480561267995122,NA
"ENSMUSG00000006538",3.45039657016707,1.20862904266751,1.53190764789743,0.788969912335363,0.430129592043113,0.717297766869821
"ENSMUSG00000006542",1.32151839941473,-1.54424097588336,2.17501287814428,-0.709991647130342,0.477709315981624,NA
"ENSMUSG00000006546",0,NA,NA,NA,NA,NA
"ENSMUSG00000006567",12.4290325982223,-0.988211183807727,0.965810394346693,-1.02319377549896,0.306216235370247,0.608296292878616
"ENSMUSG00000006570",0,NA,NA,NA,NA,NA
"ENSMUSG00000006574",108.876694679502,0.449012016443248,0.699525783373606,0.641880581267206,0.520950723552404,0.78496134290946
"ENSMUSG00000006575",37.8498188481551,0.356354771411766,0.428968083312473,0.830725607042859,0.406128656990396,0.696812147931706
"ENSMUSG00000006576",0.439507656370272,1.80365450740286,4.04721452689603,0.445653299427681,0.655847703476454,NA
"ENSMUSG00000006585",2364.44047228262,-0.1458461484183,0.174907944220361,-0.833845192500537,0.404368225126303,0.695673660128612
"ENSMUSG00000006586",0.599133176588848,-1.73860103311467,3.858131388911,-0.450632925076563,0.652254132480742,NA
"ENSMUSG00000006587",66.9827945117682,-1.61404736497156,0.382293625681397,-4.22200961916299,2.4213377384089e-05,0.000864239378925602
"ENSMUSG00000006589",5742.15013575774,0.154029314209071,0.150113663415151,1.02608457288189,0.304851721370358,0.607164811923994
"ENSMUSG00000006599",1821.5135313859,0.0954979602078325,0.154724943547736,0.617211149140729,0.537095462793916,0.793611485794952
"ENSMUSG00000006611",177.80598503013,0.891704384777309,0.240450834716099,3.70846865984119,0.000208516462136175,0.00466544974304684
"ENSMUSG00000006638",1.51029791914902,-3.19282967973604,1.96781523107939,-1.62252513818825,0.104690955074473,NA
"ENSMUSG00000006641",185.021655216437,-0.173848139286599,0.242610108622866,-0.716574178518023,0.473636881862483,0.752170229464131
"ENSMUSG00000006642",0.426173115069311,2.89788336586046,3.97319653341385,0.729358173322109,0.465782596147154,NA
"ENSMUSG00000006649",0,NA,NA,NA,NA,NA
"ENSMUSG00000006651",4.80101315981976,1.85612298285526,1.41734145758046,1.30958067509282,0.190337729454641,0.476205304006529
"ENSMUSG00000006673",1402.65368024935,-0.141437313698467,0.13827785949364,-1.02284859063046,0.306379439639415,0.608399477569551
"ENSMUSG00000006675",10.3596384083715,0.888149278979151,0.880281549721884,1.00893774186197,0.313004493261157,0.614112309497882
"ENSMUSG00000006676",2583.13102211544,-0.3650572589595,0.110541927868627,-3.30243253395534,0.000958501424602286,0.0144681091042847
"ENSMUSG00000006678",1034.55508133146,-1.00821979710665,0.186293207340585,-5.41200514768851,6.23228970641804e-08,6.4231535786771e-06
"ENSMUSG00000006699",7663.80481275968,0.0959516791863463,0.157015165573789,0.611098162624643,0.541134596146259,0.795800364795489
"ENSMUSG00000006705",677.425289637166,-0.589886757257529,0.177558477454792,-3.32221117072666,0.000893070772973794,0.0137504547584854
"ENSMUSG00000006711",1.92181129508554,0.0288216011187188,1.64144094449635,0.0175587194990815,0.985990888662902,NA
"ENSMUSG00000006715",1074.73857813534,0.086361638032085,0.160509845887021,0.538045735168627,0.59054547434244,0.829197451626945
"ENSMUSG00000006717",250.864925303229,0.237637811804285,0.187889320926838,1.26477551056144,0.205951812544206,0.496585083909045
"ENSMUSG00000006720",26.1497722000255,-0.21732287865263,0.527876248219242,-0.411692852985439,0.680564564126299,0.879112564352296
"ENSMUSG00000006724",2.61515749012313,0.335992318020305,1.30805909866296,0.256863255157004,0.797284337182162,NA
"ENSMUSG00000006728",3757.09466145769,-0.357064162534493,0.194458035053637,-1.83620163824038,0.0663278404860676,0.25969892479266
"ENSMUSG00000006731",5636.67870988345,0.0980637800501192,0.155252572081566,0.631640292558882,0.527621951452943,0.7891325081111
"ENSMUSG00000006732",507.420718106103,0.307817473780817,0.23647690912188,1.30168089105972,0.193025494554356,0.479179884674012
"ENSMUSG00000006736",172.186504609132,0.205175303363125,0.328846425742494,0.623924383243226,0.532677246179208,0.792127228521214
"ENSMUSG00000006740",3093.54210287417,-0.0108157847168121,0.103774818019861,-0.104223596082261,0.916991908977913,0.971050835870101
"ENSMUSG00000006763",457.156447536914,-0.0234430736913826,0.159756062204814,-0.14674293649857,0.883334927001114,0.960168012104524
"ENSMUSG00000006764",0.788425729993999,3.78054255512058,3.31646109613692,1.13993273116462,0.254314327445054,NA
"ENSMUSG00000006777",0,NA,NA,NA,NA,NA
"ENSMUSG00000006782",380.669879456216,-0.825644494680386,0.368924452878258,-2.23797714745908,0.0252225454220712,0.14273156280369
"ENSMUSG00000006784",2.68438247465642,-0.397519172248657,1.3251857444323,-0.299972418145013,0.764198194475975,NA
"ENSMUSG00000006800",382.763887155345,0.759549293338945,0.412170577181056,1.84280328434335,0.0653577371188621,0.257726309200562
"ENSMUSG00000006818",1452.4533389421,0.405543073632563,0.143128967414922,2.83341018213956,0.00460542482363429,0.0444373641554882
"ENSMUSG00000006850",242.924598493735,-0.1221345803355,0.224498372145706,-0.544033255868026,0.586418588278847,0.826570007754355
"ENSMUSG00000006906",247.048992218459,0.3131268209523,0.162681043763155,1.92478984464949,0.0542556549955474,0.231957291671588
"ENSMUSG00000006920",589.151142411401,-0.0549890716866786,0.190264974612882,-0.289013108159086,0.772571346547736,0.919266078907295
"ENSMUSG00000006930",3.42462897582557,-0.398055342112092,1.41074251661062,-0.28216016560445,0.777820701047612,0.921602398398278
"ENSMUSG00000006931",1.70504649302202,0.631814412972941,1.76542258149521,0.357882820575361,0.720431007587184,NA
"ENSMUSG00000006932",3653.18261250011,0.118280504923862,0.120353244630031,0.982777866001531,0.325716777762254,0.62536131698965
"ENSMUSG00000006941",743.034311479859,0.291963944677267,0.116458311963857,2.50702538748696,0.0121751966583121,0.0863186169987698
"ENSMUSG00000006948",0,NA,NA,NA,NA,NA
"ENSMUSG00000006958",0,NA,NA,NA,NA,NA
"ENSMUSG00000006998",4647.95130657768,-0.037041245753765,0.100864221263931,-0.367238702580565,0.713440972585357,0.895056878235032
"ENSMUSG00000007021",0.556858426978358,-0.900413303962931,2.92707535293258,-0.307615348221502,0.758375039983979,NA
"ENSMUSG00000007029",7237.22877199994,0.0716574660769797,0.128433210801602,0.557935643201142,0.576888331294256,0.820446617473835
"ENSMUSG00000007030",3.2763710238186,-2.16322512012963,1.55844818152532,-1.38806355307392,0.165117693652654,NA
"ENSMUSG00000007033",15.0022624102491,0.482310902630482,0.603865342818028,0.798706049894677,0.424460877947813,0.712475557548803
"ENSMUSG00000007034",18.3154072525101,1.21251449377537,0.647759041539521,1.87186039255215,0.0612259204406623,0.248857635707794
"ENSMUSG00000007035",66.7637530388422,-0.841691284529334,0.411956463372378,-2.04315591419307,0.0410370063132849,0.195466435565418
"ENSMUSG00000007036",636.36128485699,0.191487093962415,0.16035260685756,1.19416265014333,0.232414350140582,0.527749101803137
"ENSMUSG00000007038",2201.23463521297,-0.444634305986541,0.150725257113504,-2.94996548356662,0.00317809432405016,0.0340967959685017
"ENSMUSG00000007039",23.4614142956331,-0.560882389192578,0.502663639241686,-1.11582049188742,0.2644989804366,0.56573969225897
"ENSMUSG00000007041",3452.81721142499,0.230467940008056,0.173245778326595,1.33029469597573,0.183421194065384,0.467699936622574
"ENSMUSG00000007050",801.659384475507,-0.277869422982496,0.213590230316448,-1.30094631468309,0.193276831409353,0.479599891294783
"ENSMUSG00000007080",1340.08527264419,-0.562126156167608,0.199295068289453,-2.82057233524306,0.00479380643403075,0.0456408014417824
"ENSMUSG00000007097",1.79498050912889,-0.917763937708004,3.59117599594834,-0.255560835432029,0.798289963084936,NA
"ENSMUSG00000007107",0.123509567022716,0,4.08045587181216,0,1,NA
"ENSMUSG00000007122",1.02992783712235,-3.48806718982433,2.47094699954133,-1.41163173085938,0.158058424352065,NA
"ENSMUSG00000007207",9.66668469731273,0.0499278824238822,0.766417031859305,0.0651445366535744,0.948058920596763,0.981694919977433
"ENSMUSG00000007209",0,NA,NA,NA,NA,NA
"ENSMUSG00000007216",22.4664846583644,0.913426147932109,0.663027274075426,1.37765999024076,0.168308289704443,0.446924910986516
"ENSMUSG00000007279",0,NA,NA,NA,NA,NA
"ENSMUSG00000007338",590.649659739491,-0.135289713789173,0.20348495462009,-0.664863473772601,0.506137819951462,0.774652748261109
"ENSMUSG00000007379",59.5507586850628,0.332280064001179,0.31364171009011,1.05942562264985,0.289405985686069,0.590704877331759
"ENSMUSG00000007411",1441.38227941036,-0.022470405100146,0.131727892609428,-0.170581982714705,0.864552465977212,0.953929084239828
"ENSMUSG00000007415",968.321862622304,0.176954364849529,0.112801023530796,1.5687301348043,0.116710833748232,0.365330609056254
"ENSMUSG00000007440",0,NA,NA,NA,NA,NA
"ENSMUSG00000007457",0,NA,NA,NA,NA,NA
"ENSMUSG00000007458",3599.11834713677,0.107180416960189,0.157202368291109,0.681798996575619,0.495366058863344,0.766964714702994
"ENSMUSG00000007476",41.3555000199141,0.0598186929548636,0.327736513572303,0.18252068499431,0.855174122722315,0.950367581013611
"ENSMUSG00000007480",0.603454810762929,1.00581289886296,3.2440560422562,0.310047941762261,0.756524499183878,NA
"ENSMUSG00000007564",3878.91287636779,0.247111613206948,0.130460871259835,1.89414351460817,0.0582059632133444,0.241034634755198
"ENSMUSG00000007570",346.564500127476,0.230118435770843,0.186648011500267,1.23290054858428,0.217612870766174,0.510428823003361
"ENSMUSG00000007589",375.443729112126,-0.404356811883966,0.17307197753706,-2.33635056141531,0.019472978353373,0.1193715290138
"ENSMUSG00000007591",15.1128045610688,-0.118351371342095,0.575219094223815,-0.205750074242225,0.836986141682706,0.942782285907609
"ENSMUSG00000007594",0.101498382441288,1.00581330107304,4.08045587181216,0.246495326176961,0.805298822019237,NA
"ENSMUSG00000007603",1048.79478216441,0.0902094169214868,0.135743608640264,0.66455738008669,0.506333636821817,0.774746373869515
"ENSMUSG00000007610",511.201437198829,0.0247558424474202,0.133448044439698,0.185509218597855,0.85282965036256,0.949285201295834
"ENSMUSG00000007613",676.769292249825,0.117504813323938,0.175530503104591,0.669426744899839,0.503223295738447,0.772605314215535
"ENSMUSG00000007617",279.750570617831,0.255425961271338,0.250947895207208,1.01784460499433,0.3087518105102,0.610230307115933
"ENSMUSG00000007646",54.6627842478824,0.126882004493192,0.413526537743722,0.306829170348978,0.758973403785955,0.914838682903841
"ENSMUSG00000007653",0,NA,NA,NA,NA,NA
"ENSMUSG00000007655",1.3199068084568,0.414303742134917,2.40900098683533,0.171981557666019,0.863452027814696,NA
"ENSMUSG00000007656",1178.23257066321,0.332776621139527,0.119219899370608,2.79128419749,0.00524993532424935,0.0486356367959954
"ENSMUSG00000007659",417.724778675729,0.181108170107591,0.205366165633543,0.881879298612223,0.377842082947599,0.674002391749713
"ENSMUSG00000007670",4286.24627704745,-0.376739006189608,0.15570742353852,-2.41953143676806,0.015540517391987,0.10217828221446
"ENSMUSG00000007682",462.685084014889,0.387144128016211,0.340071271538616,1.1384205618564,0.254944912146533,0.555722617487948
"ENSMUSG00000007721",837.259200782417,0.10606369417439,0.119082490769825,0.89067413260108,0.37310401593127,0.66954894141981
"ENSMUSG00000007739",4766.40088820369,-0.0453420112857005,0.152939871656563,-0.296469526190784,0.766871536027657,0.917013195832542
"ENSMUSG00000007777",127.676980629262,0.293555684600387,0.262472328844799,1.11842526750303,0.263385407743807,0.564128506779502
"ENSMUSG00000007783",2.19790154940107,-1.03342981650163,1.58183008203537,-0.653312785132962,0.51355465171234,NA
"ENSMUSG00000007805",0.101498382441288,1.00581330107304,4.08045587181216,0.246495326176961,0.805298822019237,NA
"ENSMUSG00000007812",424.328176532268,0.10133833127523,0.160388787278145,0.631829275568307,0.527498441549638,0.789118143985623
"ENSMUSG00000007815",4894.46599957522,0.162640740441079,0.155288988523735,1.04734239038604,0.294941691685248,0.596638218804919
"ENSMUSG00000007817",2883.52889412109,-0.256845317068447,0.190501913774129,-1.34825583627984,0.177576111339052,0.459402271098364
"ENSMUSG00000007827",379.625954497422,-0.856420188252399,0.177310400210986,-4.83006178562184,1.36490690467284e-06,8.61781289811775e-05
"ENSMUSG00000007833",1234.30352151361,-0.0134936233931854,0.118290498418522,-0.114071912567684,0.909180787383841,0.968270408632023
"ENSMUSG00000007836",12887.0035227033,0.0149677192497448,0.16884918091748,0.08864549515973,0.929363650470971,0.975134041503329
"ENSMUSG00000007837",116.850879249368,0.291427713588971,0.279828711480682,1.04145036457094,0.29766657814737,0.599623976746901
"ENSMUSG00000007850",7998.43482591539,-0.463652842757229,0.163170753962064,-2.84151927657958,0.00448991374979355,0.0436291560012349
"ENSMUSG00000007867",0.894601498230545,-0.0375476950053833,3.09366685057128,-0.0121369548884844,0.990316348822695,NA
"ENSMUSG00000007872",54.0880845009338,-3.3485352840611,0.768506314342708,-4.3571994420437,1.31737217305405e-05,0.000539043849470504
"ENSMUSG00000007877",0.599035618483522,2.1710233819715,3.71298854514068,0.584710498181523,0.55874239388415,NA
"ENSMUSG00000007880",4898.48861751549,-0.45792055099433,0.158388183408751,-2.89112824668605,0.00383861439885201,0.0389643350433783
"ENSMUSG00000007888",1.37675891879613,0.74640384544273,2.35986024180313,0.316291546516507,0.751781226967112,NA
"ENSMUSG00000007891",2376.26716382697,0.346541594503484,0.217598311685703,1.59257483120561,0.111255603492624,0.354924531165286
"ENSMUSG00000007892",26423.4290412719,0.179018314548712,0.151834110088427,1.17903884999525,0.23838270628945,0.535706099779662
"ENSMUSG00000007907",0.123509567022716,0,4.08045587181216,0,1,NA
"ENSMUSG00000007908",3.96294094270221,-5.72423616056968,1.75746541715087,-3.25709746815365,0.00112557776198648,0.0161380423534092
"ENSMUSG00000007944",0,NA,NA,NA,NA,NA
"ENSMUSG00000007946",0,NA,NA,NA,NA,NA
"ENSMUSG00000007950",155.565181745311,0.523436522717083,0.533376669229453,0.981363739575017,0.326413400756442,0.625968177507808
"ENSMUSG00000007987",105.234372754383,-0.385848760003615,0.294897085722502,-1.3084183557063,0.190731450078316,0.476409478097197
"ENSMUSG00000007989",0.943772806312454,2.70168299213507,3.45175916560783,0.782697419638581,0.433804817869004,NA
"ENSMUSG00000008028",1.88424120996373,-0.520561539103389,1.64602799804361,-0.316253149838339,0.751810368531891,NA
"ENSMUSG00000008035",662.362733609791,0.0503897057590389,0.155204967933204,0.324665546664236,0.745434212996575,0.910142037819436
"ENSMUSG00000008036",1568.94896253864,0.150443364595633,0.127106711589578,1.18359890452842,0.236571874254213,0.53380818369622
"ENSMUSG00000008090",16.4521691852312,-0.0281467550549103,0.65458440410522,-0.0429994281537846,0.965701989700672,0.988159048154056
"ENSMUSG00000008129",15.4111040841113,-0.41270582351134,0.570531037123982,-0.723371379744334,0.469451749790311,0.749468424246512
"ENSMUSG00000008136",19.8330322599916,-0.325733385846309,1.06196573651027,-0.30672683180599,0.759051304774467,0.914838682903841
"ENSMUSG00000008140",1577.47060054745,0.139557591801543,0.112973204966453,1.23531585957027,0.216712973529558,0.509113906445288
"ENSMUSG00000008153",336.266159491001,1.97515891308474,0.375971933525916,5.25347436060301,1.49256461926172e-07,1.33658782328564e-05
"ENSMUSG00000008167",107.687004430216,0.635004623351099,0.260915014451731,2.43376037475441,0.0149428838459116,0.0992780639077688
"ENSMUSG00000008193",240.859210876434,-5.91621858421291,1.33783605540572,-4.42222988407853,9.76874376235966e-06,0.000417322758138111
"ENSMUSG00000008200",1987.70027172107,-0.0413669085958512,0.103527441068648,-0.399574336705774,0.689470061624205,0.882318585878821
"ENSMUSG00000008206",44.1646779609346,-0.317912672742907,1.40120853693514,-0.226884624495849,0.820513458184406,0.936965262428566
"ENSMUSG00000008226",289.780485178161,0.0951670759249839,0.164290598736147,0.579260631205218,0.56241332533278,0.811035919085049
"ENSMUSG00000008301",429.040624803917,0.15504656915586,0.20524484083452,0.755422492109644,0.449995521869408,0.734259465231204
"ENSMUSG00000008305",291.99438022324,0.509031513274296,0.178037523540328,2.85912488082319,0.00424811512972772,0.0420244996458989
"ENSMUSG00000008307",63.8887128821894,-0.203349872762029,0.366619282776977,-0.554662240408483,0.579125708156362,0.821557375042878
"ENSMUSG00000008318",917.783167341591,0.689812280396276,0.180130467596644,3.82951473784509,0.000128396193987812,0.00315794319462422
"ENSMUSG00000008333",1050.31662212782,0.216341352584468,0.146435159148452,1.4773866729994,0.139572016490662,0.404133898495349
"ENSMUSG00000008348",29156.6973196766,0.215246360814506,0.231323624155764,0.930498826482021,0.352112871454705,0.651682072514497
"ENSMUSG00000008373",1278.78093412904,0.0165703752992643,0.156177263166363,0.106099793038461,0.915503175351089,0.970845489488068
"ENSMUSG00000008384",160.149450448321,0.459838657914972,0.329054466811515,1.39745453806093,0.162276928583889,0.43824869838656
"ENSMUSG00000008393",1729.20700954792,0.0379457710160498,0.193781048954116,0.195817760409764,0.844752808390122,0.94587993551661
"ENSMUSG00000008398",196.655816405693,1.47200531792081,0.364884216993447,4.03417097634356,5.47954100978469e-05,0.00166098586859098
