"","T1_L1","T1_L2","T1_L3","T2_N","T2_R1","T2_R3","T3_L4","T3_R2","T3_R4","SYMBOL"
"ENSMUSG00000016498",5.2675598152579,11.6868458318082,9.41896877639775,16.6737915480667,34.5172859865336,12.8049013175346,3.55381538866692,23.7506214912614,16.4265256456353,"Pdcd1lg2"
"ENSMUSG00000016503",340.28436406566,366.787161490595,323.670017952577,274.561767491498,320.363560562515,384.147039526037,341.166277312024,395.5391963737,398.617022334083,"Gtf3a"
"ENSMUSG00000016510",111.672268083467,141.141138122607,128.440483314515,120.05129914608,126.203826888264,121.646562516578,111.945184743008,108.70476759462,162.075053036935,"Mtif3"
"ENSMUSG00000016520",345.551923880918,456.685975581427,390.459069276125,365.711827954263,386.162136974345,378.811663977064,288.747500329187,382.750400186098,308.818682137943,"Lnx2"
"ENSMUSG00000016524",1.05351196305158,0.898988140908322,0,0,0,0,0,0,0,"Il19"
"ENSMUSG00000016526",480.40145515152,478.261690963227,512.049393480532,422.40271921769,281.531613827665,555.946132202959,360.712261949692,720.740013715588,883.747079735178,"Dyrk3"
"ENSMUSG00000016528",6062.96134736184,6091.54364279479,5621.41181973193,6037.02412650335,5585.32833869597,6421.65801074359,6410.19450730795,7176.34163212884,8114.70366894382,"Mapkapk2"
"ENSMUSG00000016529",0,2.69696442272497,1.71253977752686,5.55793051602223,15.1013126191085,3.20122532938364,17.7690769433346,5.48091265182957,10.9510170970902,"Il10"
"ENSMUSG00000016534",2976.17129562071,2771.58043842036,3002.08223000459,3772.72323427589,3259.72619535327,3009.15180962062,4555.10287442382,3369.84779543321,5080.17683134013,"Lamp2"
"ENSMUSG00000016541",3222.69309497478,3047.56979767921,3396.82264872453,4257.37477527303,3597.34839890905,3648.32980038756,5735.8580373084,4024.81685732684,4418.73539867589,"Atxn10"
"ENSMUSG00000016552",938.679159078957,810.887303099306,814.312664214024,752.54379186941,573.849879526121,780.031905259814,1367.3304707896,815.742499680634,786.283027571075,"Foxred2"
"ENSMUSG00000016554",1559.19770531634,1550.75454306686,1503.60992466859,1341.68442656777,1379.61277427427,1636.89321842484,1334.45767844443,1531.91508618636,1611.98971669167,"Eif3d"
"ENSMUSG00000016559",14342.5118649842,12198.370083985,15578.9743561619,17626.4208385129,19042.7552126958,15697.7419401876,13608.4475770528,10055.6477452233,14465.1984835464,"H3f3b"
"ENSMUSG00000016619",1869.98373441655,2100.93528530275,1974.55836348847,1665.15598260026,1815.39350985425,1874.85096790902,1302.47333994642,1942.07004963161,1837.58066889173,"Nup50"
"ENSMUSG00000016624",7.37458374136105,8.0908932681749,11.1315085539246,8.89268882563557,28.0452948640586,3.20122532938364,7.99608462450056,19.1831942814035,19.7118307747623,"Phf21b"
"ENSMUSG00000016626",0,0,0,0,0,0,0,0,0,"Nlrp14"
"ENSMUSG00000016637",335.016804250402,348.807398672429,355.352003836824,345.703278096583,369.982159168157,332.927434255899,454.888369749365,365.394176788638,405.187632592337,"Ift27"
"ENSMUSG00000016664",2033.27808868955,1814.15806835299,1857.24938872788,1909.70492530524,1822.94416616381,2037.04638459779,2916.79398024837,2565.06712105624,2096.02467238306,"Pacsin2"
"ENSMUSG00000016756",230.719119908296,204.969296127097,307.400890066072,1030.44031767052,908.236087520666,239.024824593979,579.271908352707,352.605380601035,150.028934230135,"Cmah"
"ENSMUSG00000016757",764.849685175447,803.69539797204,763.792740776981,669.174834129077,764.773617639135,762.958703503101,509.972508273702,796.55930539923,661.441432664247,"Ttll12"
"ENSMUSG00000016758",1.05351196305158,3.59595256363329,1.71253977752686,4.44634441281779,6.47199112247505,0,0,1.82697088394319,4.38040683883607,"Bik"
"ENSMUSG00000016763",1.05351196305158,0.898988140908322,0,1.11158610320445,0,0,0,0,0,"Scube1"
"ENSMUSG00000016831",1249.46518817917,1192.05827484443,1211.62189260026,1181.61602770633,1197.31835765788,1056.4043586966,1078.58297046041,1173.8287929335,1161.90291400127,"Tox4"
"ENSMUSG00000016833",83.2274450810748,114.171493895357,133.578102647095,95.5964048755824,117.57450539163,116.311186967606,126.160446297675,105.050825826733,173.026070134025,"Mrps18c"
"ENSMUSG00000016918",1.05351196305158,2.69696442272497,0.856269888763432,0,0,0,0,0,0,"Sulf1"
"ENSMUSG00000016921",7641.1222680131,7146.95572022116,7680.74090220798,7379.82013917432,6925.03050104831,8960.22969694481,7046.32746187933,7204.65968082996,7697.46991754469,"Srsf6"
"ENSMUSG00000016933",165.401378199098,154.625960236231,150.703500422364,215.647704021663,359.195507297365,177.134468225895,99.5068308826736,266.737749055705,137.982815423336,"Plcg1"
"ENSMUSG00000016940",410.869665590116,370.383114054229,384.465180054781,469.089335552277,461.668700069887,469.513048309601,497.534154413368,459.483177311712,466.513328336042,"Kctd2"
"ENSMUSG00000016942",0,0.898988140908322,0.856269888763432,2.22317220640889,0,0,0,0.913485441971594,0,"Tmprss6"
"ENSMUSG00000016946",485.669014966778,439.605200904169,531.743600922091,454.638716210619,503.736642365975,536.738780226657,402.469592766528,508.811391178178,571.643092468107,"Kctd5"
"ENSMUSG00000016982",2.10702392610316,5.39392884544993,0,4.44634441281779,1.07866518707918,2.13415021958909,7.99608462450056,10.0483398616875,16.4265256456353,"Pom121l2"
"ENSMUSG00000016984",353.980019585331,291.272157654296,318.532398619997,256.776389840227,262.11564046024,277.439528546582,217.671192555849,316.065962922172,297.867665040853,"Etaa1"
"ENSMUSG00000016995",0,0,0,0,0,0,0,0,0,"Matn4"
"ENSMUSG00000016998",0,0,0,0,0,0,0,0,0,"Svs4"
"ENSMUSG00000017000",0,0,0,0,0,0,0,0,0,"Svs6"
"ENSMUSG00000017002",696.371407577094,538.493896404085,900.79592297913,1350.5771153934,1358.03947053268,566.616883300905,2024.78631769297,802.04021805106,758.905484828349,"Slpi"
"ENSMUSG00000017003",0,0,0,0,0,0,0,0,0,"Svs3a"
"ENSMUSG00000017004",0,0,0,0,0,0,0,0,0,"Svs5"
"ENSMUSG00000017007",1.05351196305158,3.59595256363329,0.856269888763432,0,0,0,0,0,0,"Rbpjl"
"ENSMUSG00000017009",86.3879809702295,133.050244854432,210.642392635804,66.6951661922668,93.8438712758883,11.73782620774,0,40.1933594467501,9.85591538738116,"Sdc4"
"ENSMUSG00000017049",0,0,0,0,0,1.06707510979455,0,0,0,"Ccdc70"
"ENSMUSG00000017057",185.418105497078,185.191557027114,229.4803301886,476.870438274708,404.499445154691,123.780712736167,495.757246719035,321.546875574001,802.70955321671,"Il13ra1"
"ENSMUSG00000017064",0,0,0,0,0,0,0,0,0,"Prl5a1"
"ENSMUSG00000017119",986.087197416278,988.886954999154,1056.63704273407,939.290257207757,1105.63181675615,767.227003942279,892.007662555396,745.404120648821,853.084231863325,"Nbr1"
"ENSMUSG00000017132",921.822967670132,1006.86671781732,1052.35569329026,1025.9939732577,1112.10380787863,735.214750648443,1521.92144019661,1139.11634613858,1211.18249093817,"Cyth1"
"ENSMUSG00000017144",68.4782775983526,60.2322054408576,55.6575427696231,61.1372356762446,28.0452948640586,19.2073519763019,0.888453847166729,84.9541461033583,210.259528264131,"Rnd3"
"ENSMUSG00000017146",894.431656630791,888.200283217422,787.768297662357,656.947386993828,660.143094492455,625.306014339605,461.996000526699,684.200596036724,680.0581617293,"Brca1"
"ENSMUSG00000017165",0,0,0,0,0,0,0,0,0,"Gast"
"ENSMUSG00000017167",185.418105497078,247.221738749788,157.553659532471,151.175710035805,199.553059609647,168.597867347538,68.4109462318381,72.1653499157559,49.2795769369058,"Cntnap1"
"ENSMUSG00000017176",133.796019307551,128.55530414989,146.422150978547,190.08122364796,316.048899814198,56.554980819111,37.3150615810026,126.974476434052,76.6571196796313,"Nt5c3b"
"ENSMUSG00000017188",967.12398208135,1059.90701813091,919.633860531926,801.453580410406,887.741448966161,989.178626779545,844.919608655559,647.66117835786,813.6605703138,"Coa3"
"ENSMUSG00000017195",3.16053588915474,1.79797628181664,11.987778442688,1.11158610320445,5.39332593539588,2.13415021958909,0.888453847166729,1.82697088394319,8.76081367767214,"Zpbp2"
"ENSMUSG00000017204",0,0,0,0,0,0,0,0.913485441971594,0,"Gsdma"
"ENSMUSG00000017210",1801.5054568182,1925.63259782563,1775.04747940659,1758.52921526943,1752.83092900366,2305.94931226602,2110.96634086815,2350.39804219291,1791.58639708395,"Med24"
"ENSMUSG00000017211",0,0,0,0,0,0,0,0,0,"Gsdma2"
"ENSMUSG00000017221",3174.23154467441,3275.01379732902,3137.37287242921,2876.78483509311,2833.65344645699,3848.93992102893,3280.17160373956,3930.72785680377,3416.71733429214,"Psmd3"
"ENSMUSG00000017264",2056.45535187668,1949.00628948924,1989.11495159745,2028.64463834812,1835.88814840876,2216.31500304327,1798.23058666546,2185.97066263802,1844.15127914999,"Exosc10"
"ENSMUSG00000017286",706.90652720761,744.36218067209,670.459322901767,672.50959243869,660.143094492455,718.14154889173,720.536070052217,645.834207473917,861.845045540997,"Glod4"
"ENSMUSG00000017288",1316.88995381447,1370.95691488519,1223.60967104294,1107.13975879163,1163.87973685843,1374.39274141538,1188.75124750908,1130.89497716083,897.983401961395,"Vps53"
"ENSMUSG00000017291",1189.41500628523,1088.67463863998,1417.98293579224,1430.61131482412,1344.01682310065,1096.95321286879,1555.68268638894,1137.28937525463,1098.38701483814,"Taok1"
"ENSMUSG00000017299",320.26763676768,326.332695149721,273.150094515535,299.016661761996,309.576908691723,319.05545782857,398.915777377861,323.373846457944,313.199088976779,"Dnttip1"
"ENSMUSG00000017300",0,0,0,0,0,0,0,0,0,"Tnnc2"
"ENSMUSG00000017307",366.62216314195,380.27198360422,382.752640277254,425.737477527303,419.600757773799,395.884865733777,469.103631304033,300.536710408654,307.723580428234,"Acot8"
"ENSMUSG00000017309",54.7826220786821,28.7676205090663,23.1192869966127,42.240271921769,9.70798668371258,8.53660087835638,11.5499000131675,39.2798740047785,192.737900908787,"Cd300lg"
"ENSMUSG00000017310",0,0,0,0,0,0,0,0,0,"Spint4"
"ENSMUSG00000017311",0,0,0,0,0,0,0,0,0,"Pyy"
"ENSMUSG00000017314",0,2.69696442272497,3.42507955505373,7.78110272243113,14.0226474320293,0,2.66536154150019,10.0483398616875,0,"Mpp2"
"ENSMUSG00000017316",0,0,0,0,0,0,0,0,0,"Ppy"
"ENSMUSG00000017344",0,0,0,0,0,0,0,0,0,"Vtn"
"ENSMUSG00000017376",310.786029100216,298.464062781563,333.945256617738,381.274033399125,391.555462909741,322.256683157953,366.931438879859,322.460361015973,315.389292396197,"Nlk"
"ENSMUSG00000017386",290.769301802236,308.352932331554,387.033989721071,246.772114911387,261.03697527316,294.512730303295,166.140869420178,277.699574359365,234.35176587773,"Traf4"
"ENSMUSG00000017390",24.2307751501863,10.7878576908999,24.8318267741395,30.0128247865201,11.8653170578709,6.40245065876728,53.3072308300037,10.0483398616875,21.9020341941804,"Aldoc"
"ENSMUSG00000017400",28.4448230023926,81.8079208226573,77.9205598774723,26.6780664769067,20.4946385545043,11.73782620774,0,53.8956410763241,4.38040683883607,"Stac2"
"ENSMUSG00000017404",3487.12459770073,3556.39708543332,3771.86886000292,2895.68179884758,3497.03253651069,4052.75126699969,4002.48458148611,4366.46041262422,5011.18542362847,"Rpl19"
"ENSMUSG00000017405",103.244172379055,113.272505754449,88.1957985426335,80.0341994307202,117.57450539163,110.975811418633,67.5224923846714,83.1271752194151,72.2767128407952,"Nek8"
"ENSMUSG00000017412",1.05351196305158,3.59595256363329,0.856269888763432,8.89268882563557,3.23599556123753,1.06707510979455,1.77690769433346,1.82697088394319,1.09510170970902,"Cacnb4"
"ENSMUSG00000017417",80.06690919192,91.6967903726488,94.1896877639775,71.1415106050846,96.0012016500466,19.2073519763019,4.44226923583364,33.798961352949,77.7522213893403,"Plxdc1"
"ENSMUSG00000017418",262.324478799843,246.32275060888,311.682239509889,320.136797722881,271.823627143952,191.006444653224,212.340469472848,242.073642122472,262.824410330164,"Arl5b"
"ENSMUSG00000017421",3647.25841608457,3492.56892742883,3589.48337369631,3394.78395918638,2891.90136655927,3730.49458384174,4283.2359971908,4250.44776149383,5059.36989885566,"Zfp207"
